date_trunc,sum
6/30/2018 12:00 AM UTC,
7/1/2018 12:00 AM UTC,
7/2/2018 12:00 AM UTC,6279638.784
7/3/2018 12:00 AM UTC,2858903.085
7/4/2018 12:00 AM UTC,
7/5/2018 12:00 AM UTC,1126349.19641209
7/6/2018 12:00 AM UTC,1896480.435
7/7/2018 12:00 AM UTC,85000.0
7/9/2018 12:00 AM UTC,22735558.3078667
7/10/2018 12:00 AM UTC,15295943.20817
7/11/2018 12:00 AM UTC,11136080.1695
7/12/2018 12:00 AM UTC,27840199.8666
7/13/2018 12:00 AM UTC,35595407.2606666
7/14/2018 12:00 AM UTC,6380561.0
7/15/2018 12:00 AM UTC,1083390.0
7/16/2018 12:00 AM UTC,97254512.1891669
7/17/2018 12:00 AM UTC,21388441.3222667
7/18/2018 12:00 AM UTC,27984037.8465
7/19/2018 12:00 AM UTC,9071290.5
7/20/2018 12:00 AM UTC,4652463.24015385
7/23/2018 12:00 AM UTC,13745132.2161572
7/24/2018 12:00 AM UTC,24919686.4878
7/25/2018 12:00 AM UTC,29300402.0987714
7/26/2018 12:00 AM UTC,11139887.0846927
7/27/2018 12:00 AM UTC,15251572.6406539
7/30/2018 12:00 AM UTC,120345272.737972
7/31/2018 12:00 AM UTC,23308513.224
8/1/2018 12:00 AM UTC,11833270.1501596
8/2/2018 12:00 AM UTC,4783884.0
8/3/2018 12:00 AM UTC,29324074.7106
8/4/2018 12:00 AM UTC,20000.0
8/6/2018 12:00 AM UTC,14869479.5
8/7/2018 12:00 AM UTC,12206106.746
8/8/2018 12:00 AM UTC,17212037.8247
8/9/2018 12:00 AM UTC,4488960.19607143
8/10/2018 12:00 AM UTC,2278475.0
8/13/2018 12:00 AM UTC,16773080.6
8/14/2018 12:00 AM UTC,14169878.6545986
8/15/2018 12:00 AM UTC,21883687.0771714
8/16/2018 12:00 AM UTC,35272431.53637
8/17/2018 12:00 AM UTC,46319350.5989154
8/18/2018 12:00 AM UTC,2206665.50757143
8/20/2018 12:00 AM UTC,40588155.8554228
8/21/2018 12:00 AM UTC,36836998.1916686
8/22/2018 12:00 AM UTC,93699698.7406747
8/23/2018 12:00 AM UTC,51684035.2793315
8/24/2018 12:00 AM UTC,76741417.9086269
8/25/2018 12:00 AM UTC,347900.0
8/27/2018 12:00 AM UTC,9605603.23594132
8/28/2018 12:00 AM UTC,21538914.0926714
8/29/2018 12:00 AM UTC,47311815.1410715
8/30/2018 12:00 AM UTC,40018291.4052136
8/31/2018 12:00 AM UTC,24294315.4712571
9/1/2018 12:00 AM UTC,303466.992665037
9/4/2018 12:00 AM UTC,19229484.3599
9/5/2018 12:00 AM UTC,88995800.2879157
9/6/2018 12:00 AM UTC,22362821.9286401
9/7/2018 12:00 AM UTC,5773652.5
9/8/2018 12:00 AM UTC,304400.0
9/10/2018 12:00 AM UTC,14160945.0864429
9/11/2018 12:00 AM UTC,84864237.4789999
9/12/2018 12:00 AM UTC,101438945.752215
9/13/2018 12:00 AM UTC,29230164.2075714
9/14/2018 12:00 AM UTC,6933806.52521572
9/15/2018 12:00 AM UTC,1400907.0
9/17/2018 12:00 AM UTC,83682333.4628088
9/18/2018 12:00 AM UTC,2469412.0
9/19/2018 12:00 AM UTC,10273362.0416857
9/20/2018 12:00 AM UTC,30450701.0709553
9/21/2018 12:00 AM UTC,8404985.59428572
9/24/2018 12:00 AM UTC,12935944.2199614
9/25/2018 12:00 AM UTC,59245111.7920143
9/26/2018 12:00 AM UTC,81798517.66061
9/27/2018 12:00 AM UTC,211756618.12488
9/28/2018 12:00 AM UTC,122443979.97191
9/30/2018 12:00 AM UTC,1300.0
10/1/2018 12:00 AM UTC,16969583.06912
10/2/2018 12:00 AM UTC,32000596.8566571
10/3/2018 12:00 AM UTC,7451702.73978571
10/4/2018 12:00 AM UTC,5855882.76788572
10/5/2018 12:00 AM UTC,119316.0
10/8/2018 12:00 AM UTC,6628110.78996306
10/9/2018 12:00 AM UTC,3493435.7
10/10/2018 12:00 AM UTC,21973981.1852033
10/11/2018 12:00 AM UTC,5507685.04271429
10/12/2018 12:00 AM UTC,36875455.3421362
10/15/2018 12:00 AM UTC,6050520.06428572
10/16/2018 12:00 AM UTC,25790397.1825
10/17/2018 12:00 AM UTC,35228713.1594715
10/18/2018 12:00 AM UTC,8864357.36368
10/19/2018 12:00 AM UTC,1531744.5
10/21/2018 12:00 AM UTC,
10/22/2018 12:00 AM UTC,54070606.1005501
10/23/2018 12:00 AM UTC,33928051.3385977
10/24/2018 12:00 AM UTC,2631050.0605
10/25/2018 12:00 AM UTC,26458970.7054286
10/26/2018 12:00 AM UTC,22914884.7895
10/27/2018 12:00 AM UTC,844500.0
10/29/2018 12:00 AM UTC,25438125.8869
10/30/2018 12:00 AM UTC,12587207.9414
10/31/2018 12:00 AM UTC,40116472.7523573
11/1/2018 12:00 AM UTC,34068200.9049571
11/2/2018 12:00 AM UTC,8266422.05714286
11/5/2018 12:00 AM UTC,26401913.096267
11/6/2018 12:00 AM UTC,2693049.0
11/7/2018 12:00 AM UTC,1048920.0
11/8/2018 12:00 AM UTC,16772702.3955429
11/9/2018 12:00 AM UTC,579599935.932801
11/10/2018 12:00 AM UTC,
11/12/2018 12:00 AM UTC,11314633.9462
11/13/2018 12:00 AM UTC,4293480.20717143
11/14/2018 12:00 AM UTC,72572763.0771248
11/15/2018 12:00 AM UTC,7261690.7418
11/16/2018 12:00 AM UTC,43851061.6686224
11/17/2018 12:00 AM UTC,10232967.26
11/19/2018 12:00 AM UTC,23430660.0366667
11/20/2018 12:00 AM UTC,107038415.484267
11/21/2018 12:00 AM UTC,7633229.0
11/22/2018 12:00 AM UTC,172550.0
11/23/2018 12:00 AM UTC,1674000.0
11/24/2018 12:00 AM UTC,
11/25/2018 12:00 AM UTC,1492426.0
11/26/2018 12:00 AM UTC,57522204.886
11/27/2018 12:00 AM UTC,26963479.2264
11/28/2018 12:00 AM UTC,38905230.9371114
11/29/2018 12:00 AM UTC,22166988.8999714
11/30/2018 12:00 AM UTC,33999148.0157893
12/1/2018 12:00 AM UTC,
12/2/2018 12:00 AM UTC,
12/3/2018 12:00 AM UTC,67758857.179342
12/4/2018 12:00 AM UTC,6745887.7509
12/5/2018 12:00 AM UTC,5442612.813
12/6/2018 12:00 AM UTC,33077939.9042251
12/7/2018 12:00 AM UTC,18785983.3112057
12/8/2018 12:00 AM UTC,2613535.01455385
12/9/2018 12:00 AM UTC,448188.0
12/10/2018 12:00 AM UTC,3217803.0
12/11/2018 12:00 AM UTC,78124210.8068262
12/12/2018 12:00 AM UTC,9554861.3
12/13/2018 12:00 AM UTC,20141779.5388
12/14/2018 12:00 AM UTC,5555570.0
