id,device_id,programmatic_publisher_id,cpm,cost,display_time,created_at,lat,lon,creative_height,creative_width
300188039,broadsign.com:169116192,56,5.5,0.0183824488485,1579272839,2020-01-17 15:09:08.929044,26.474659,-80.14646,768,1366
300188040,lamar.com:286.066221,62,8.0,0.037422222224,1579272382,2020-01-17 15:09:08.929044,36.41947,-94.22223,400,1400
300188041,lamar.com:286.066051,62,6.0,0.036355238094,1579271955,2020-01-17 15:09:08.929044,34.76937,-92.39202,400,1400
300188042,lamar.com:257.001289,62,4.0,0.14794148148,1579272526,2020-01-17 15:09:08.929044,36.166416,-115.098832,400,1400
300188043,broadsign.com:152749677,56,5.5,0.0183824488485,1579273523,2020-01-17 15:09:08.929044,42.5634,-83.0687,768,1366
300188044,broadsign.com:91354255,56,5.5,0.0218480127855,1579275086,2020-01-17 15:09:08.929044,41.228602,-80.4637,768,1366
300188045,lamar.com:142.000502,62,8.0,0.019853544976,1579272367,2020-01-17 15:09:08.929044,46.79987,-92.12112,400,840
300188046,lamar.com:032.003001,62,8.0,0.054407619048,1579272590,2020-01-17 15:09:08.929044,30.44292,-89.09875,400,1400
300188047,lamar.com:249.080192,62,8.0,0.032904761904,1579271403,2020-01-17 15:09:08.929044,41.55087642,-87.23805696,400,840
300188048,lamar.com:421.000618,62,8.0,0.09184,1579271155,2020-01-17 15:09:08.929044,41.029589,-81.548671,400,1400
300188049,lamar.com:429.000029,62,8.0,0.030584126984,1579271725,2020-01-17 15:09:08.929044,35.54444,-77.40436,400,1400
300188050,lamar.com:257.001258,62,8.0,0.008,1579272150,2020-01-17 15:09:08.929044,36.09115,-115.14612,400,1200
300188051,lamar.com:002.011111,62,4.0,0.01701309524,1579272359,2020-01-17 15:09:08.929044,30.48034,-87.70855,400,1400
300188052,broadsign.com:287253676,85,8.0,0.00912,1579272588,2020-01-17 15:09:08.929044,42.482399,-71.214897,1920,1080
300188053,broadsign.com:125768551,56,5.5,0.02187431279,1579272906,2020-01-17 15:09:08.929044,30.006617,-90.19665,768,1366
300188054,lamar.com:038.002703,62,8.0,0.028356666664,1579271675,2020-01-17 15:09:08.929044,38.475356,-77.424202,400,840
300188055,lamar.com:269.004520,62,4.0,0.020015,1579271638,2020-01-17 15:09:08.929044,29.18685,-82.12573,400,1400
300188056,broadsign.com:114939383,56,5.5,0.0228923328755,1579273236,2020-01-17 15:09:08.929044,26.4555,-80.1337,768,1366
300188057,lamar.com:235.010309,62,8.0,0.01233619048,1579271680,2020-01-17 15:09:08.929044,43.52905,-96.71111,400,840
